Model,Scenario,Policy_category,Variable,Unit,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100,PC_m
WITCH,EN_INDCi2030_1000_NDCp,P3b,Final Energy|Industry|Solids|Biomass,EJ/yr,4.399557,2.748519,2.753352,1.184925,0.9110436,0.6808597,0.5473686,0.4510167,0.3550799,0.2542646,0.1429965,0.04381729,7.19545e-08,7.185973e-08,7.184453e-08,7.186852e-08,7.185329e-08,3
WITCH,EN_INDCi2030_1000_NDCp,P3b,Final Energy|Industry|Solids|Coal,EJ/yr,31.82502,25.20915,24.63754,21.16872,20.25014,18.95278,17.80707,16.72321,15.72243,14.80535,13.92852,13.09241,12.28783,11.52354,10.7936,10.10326,9.451141,3
WITCH,EN_INDCi2030_1000_NDCp,P3b,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,4.01991,5.305293,4.250425,5.257724,4.644339,4.366358,4.120956,3.899094,3.678008,3.453099,3.242625,3.043759,2.860228,2.685147,2.520603,2.361936,2.208153,3
WITCH,EN_INDCi2030_1000f,P3b,Emissions|CO2,Mt CO2/yr,36684.18,37103.46,35217.11,23374.16,18685.28,15569.62,12512.34,9479.763,6781.735,4875.874,2928.19,653.5337,-1676.434,-4222.329,-6154.036,-7602.948,-9156.128,3
WITCH,EN_INDCi2030_1000f,P3b,Emissions|CO2|AFOLU,Mt CO2/yr,2548.496,1319.785,360.7244,-1435.756,-1882.475,-2390.782,-2838.815,-3154.75,-3469.953,-3495.722,-3500.323,-3617.469,-3685.631,-3637.332,-3847.682,-3630.92,-3517.279,3
WITCH,EN_INDCi2030_1000f,P3b,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,34135.68,35783.67,34856.38,24809.91,20567.76,17960.4,15351.16,12634.51,10251.69,8371.596,6428.513,4271.003,2009.198,-584.9963,-2306.354,-3972.028,-5638.849,3
WITCH,EN_INDCi2030_1000f,P3b,Emissions|CO2|Energy|Demand|Industry,Mt CO2/yr,5435.536,4815.601,4853.498,3199.021,2876.413,2649.68,2449.546,2242.352,2122.868,2054.037,2020.467,2032.754,2027.31,2113.062,2124.47,2070.624,2036.397,3
WITCH,EN_INDCi2030_1000f,P3b,Primary Energy|Coal,EJ/yr,154.7339,154.6703,131.9215,64.27624,48.04791,43.40088,40.56435,38.06352,35.81872,33.63298,31.54547,29.57478,27.69913,25.9244,24.25585,22.53961,21.0489,3
WITCH,EN_INDCi2030_1000f,P3b,Secondary Energy|Electricity|Coal,EJ/yr,36.42107,37.58637,30.25862,6.884097,1.369754,0.6104886,0.4837052,0.4053333,0.3763307,0.3300213,0.2822924,0.2414832,0.2014396,0.166043,0.1390919,0.06358237,0.0455245,3
WITCH,EN_INDCi2030_1000f,P3b,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,14340.32,14781.45,12612.65,4631.929,1713.58,59.66159,-1298.253,-1970.722,-2609.659,-3028.964,-3553.386,-4264.529,-5245.502,-6417.741,-7512.102,-9079.322,-10753.73,3
WITCH,EN_INDCi2030_1000f,P3b,Final Energy|Industry|Solids|Biomass,EJ/yr,4.405469,2.026861,2.068207,1.220104,0.9415059,0.7067704,0.5700074,0.4557471,0.3547744,0.2467686,0.1327396,0.03851037,7.200058e-08,7.217025e-08,7.235115e-08,7.254225e-08,7.274274e-08,3
WITCH,EN_INDCi2030_1000f,P3b,Final Energy|Industry|Solids|Coal,EJ/yr,31.82496,23.33155,23.72242,21.25972,20.34925,19.03432,17.86398,16.79515,15.78854,14.83352,13.95212,13.1195,12.32426,11.56724,10.84741,10.16291,9.511991,3
WITCH,EN_INDCi2030_1000f,P3b,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,4.019903,7.534103,6.113485,5.276482,4.658242,4.374904,4.121208,3.894096,3.676096,3.467571,3.257943,3.05638,2.867127,2.68779,2.517201,2.354949,2.200639,3
WITCH,EN_INDCi2030_1000f_NDCp,P3b,Emissions|CO2,Mt CO2/yr,36696.91,37732.35,32303.63,24186.75,18910.34,15889.05,12915.43,9970.975,7285.477,5172.939,3229.938,819.1206,-1687.756,-4442.302,-6534.448,-8071.315,-9773.548,3
WITCH,EN_INDCi2030_1000f_NDCp,P3b,Emissions|CO2|AFOLU,Mt CO2/yr,2548.822,2239.576,2037.988,-1421.58,-1877.416,-2381.607,-2843.879,-3164.319,-3487.56,-3499.907,-3504.126,-3607.482,-3644.61,-3609.947,-3810.372,-3629.854,-3467.162,3
WITCH,EN_INDCi2030_1000f_NDCp,P3b,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,34148.09,35492.77,30265.64,25608.33,20787.76,18270.66,15759.31,13135.29,10773.04,8672.847,6734.064,4426.603,1956.854,-832.3547,-2724.075,-4441.461,-6306.386,3
WITCH,EN_INDCi2030_1000f_NDCp,P3b,Emissions|CO2|Energy|Demand|Industry,Mt CO2/yr,5433.828,4954.858,4792.959,3634.776,2922.703,2697.778,2500.379,2292.882,2176.521,2093.295,2049.108,2062.918,2074.237,2147.834,2154.163,2104.764,2069.132,3
WITCH,EN_INDCi2030_1000f_NDCp,P3b,Primary Energy|Coal,EJ/yr,155.329,154.9297,103.2201,63.92026,48.36931,43.65746,40.68714,38.30924,36.01205,33.87446,31.74845,29.75493,27.85766,26.06376,24.38054,22.53538,21.07224,3
WITCH,EN_INDCi2030_1000f_NDCp,P3b,Secondary Energy|Electricity|Coal,EJ/yr,36.69889,37.78108,19.76428,6.779456,1.471176,0.6754625,0.5074606,0.4748356,0.4271502,0.4009467,0.3398226,0.2906915,0.2428911,0.2004309,0.1679767,0.04312551,0.03515144,3
WITCH,EN_INDCi2030_1000f_NDCp,P3b,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,14382.75,14688.0,9231.62,4449.263,1655.789,121.6855,-1320.469,-1939.782,-2633.449,-3342.463,-3969.347,-4793.199,-6007.324,-7358.044,-8575.949,-10318.03,-12287.77,3
WITCH,EN_INDCi2030_1000f_NDCp,P3b,Final Energy|Industry|Solids|Biomass,EJ/yr,4.399557,2.748576,2.753413,1.220472,0.9493217,0.713715,0.5780286,0.4595578,0.3575418,0.2477009,0.1314953,0.03732954,7.191842e-08,7.208015e-08,7.225565e-08,7.244153e-08,7.263684e-08,3
WITCH,EN_INDCi2030_1000f_NDCp,P3b,Final Energy|Industry|Solids|Coal,EJ/yr,31.82502,25.36673,24.87432,21.29539,20.38847,19.08507,17.89836,16.8314,15.82706,14.86788,13.97073,13.13912,12.34555,11.58854,10.86865,10.18411,9.533141,3
WITCH,EN_INDCi2030_1000f_NDCp,P3b,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,4.01991,6.30922,5.146829,5.283681,4.663958,4.381898,4.123501,3.894985,3.676095,3.469365,3.266463,3.064173,2.873731,2.69432,2.523759,2.361531,2.207244,3
WITCH,EN_INDCi2030_1200,P3b,Emissions|CO2,Mt CO2/yr,36684.18,37103.46,35217.11,25173.58,19753.5,16792.94,14068.33,11444.04,9164.882,7508.546,5875.713,3836.217,1314.854,-867.33,-1696.291,-1782.941,-1743.068,3
WITCH,EN_INDCi2030_1200,P3b,Emissions|CO2|AFOLU,Mt CO2/yr,2548.496,1319.785,360.7244,-1399.812,-1871.308,-2364.772,-2852.474,-3194.285,-3555.494,-3613.549,-3653.504,-3785.89,-3862.562,-3893.848,-3973.209,-3895.649,-3791.708,3
WITCH,EN_INDCi2030_1200,P3b,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,34135.68,35783.67,34856.38,26573.39,21624.81,19157.72,16920.8,14638.32,12720.38,11122.1,9529.217,7622.107,5177.416,3026.518,2276.918,2112.708,2048.64,3
WITCH,EN_INDCi2030_1200,P3b,Emissions|CO2|Energy|Demand|Industry,Mt CO2/yr,5435.536,4815.601,4853.498,3706.449,3004.993,2734.495,2542.399,2349.964,2199.394,2112.759,2046.146,2024.374,2005.977,1991.241,2133.9,2279.53,2322.673,3
WITCH,EN_INDCi2030_1200,P3b,Primary Energy|Coal,EJ/yr,154.7339,154.6703,131.9215,68.00646,49.15359,43.67835,40.63317,38.15808,35.80691,33.82341,31.72434,29.746,27.8626,26.07696,24.41481,22.84116,21.34153,3
WITCH,EN_INDCi2030_1200,P3b,Secondary Energy|Electricity|Coal,EJ/yr,36.42107,37.58637,30.25862,8.360121,1.789494,0.6506348,0.4528016,0.3933128,0.3302784,0.356611,0.304998,0.2609043,0.2177837,0.1783851,0.1537284,0.1326793,0.1113474,3
WITCH,EN_INDCi2030_1200,P3b,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,14340.32,14781.45,12612.65,5121.849,2033.739,360.1723,-944.7707,-1668.467,-2321.289,-2898.667,-3580.926,-4522.199,-5914.921,-7296.132,-8637.98,-9506.663,-10365.84,3
WITCH,EN_INDCi2030_1200,P3b,Final Energy|Industry|Solids|Biomass,EJ/yr,4.405469,2.026798,2.068125,1.235888,0.9625604,0.7238335,0.58798,0.461532,0.3564012,0.2471239,0.1301354,0.03653093,7.186183e-08,7.202388e-08,7.18866e-08,7.184104e-08,7.184056e-08,3
WITCH,EN_INDCi2030_1200,P3b,Final Energy|Industry|Solids|Coal,EJ/yr,31.82496,23.15578,23.4901,21.33366,20.43747,19.14622,17.96116,16.88505,15.8725,14.91765,14.00878,13.16785,12.37827,11.62311,10.89653,10.2042,9.549034,3
WITCH,EN_INDCi2030_1200,P3b,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,4.019903,4.942938,5.231129,5.29133,4.670096,4.386955,4.1273,3.898373,3.680791,3.472543,3.274842,3.077327,2.884834,2.704429,2.537793,2.380169,2.228367,3
WITCH,EN_INDCi2030_1200_NDCp,P3b,Emissions|CO2,Mt CO2/yr,36696.91,37732.35,32303.63,24909.08,19844.9,16956.99,14319.8,11775.57,9602.408,7718.664,6055.348,4173.876,1807.323,-118.0039,-1705.199,-1809.507,-1764.631,3
WITCH,EN_INDCi2030_1200_NDCp,P3b,Emissions|CO2|AFOLU,Mt CO2/yr,2548.822,2239.576,2037.988,-1393.793,-1867.007,-2361.075,-2842.592,-3193.553,-3551.201,-3602.051,-3631.22,-3765.387,-3846.12,-3877.58,-3913.421,-3816.432,-3733.648,3
WITCH,EN_INDCi2030_1200_NDCp,P3b,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,34148.09,35492.77,30265.64,26302.88,21711.91,19318.07,17162.4,14969.12,13153.61,11320.72,9686.568,7939.263,5653.443,3759.576,2208.222,2006.925,1969.018,3
WITCH,EN_INDCi2030_1200_NDCp,P3b,Emissions|CO2|Energy|Demand|Industry,Mt CO2/yr,5433.828,4954.858,4792.959,3715.404,3033.075,2819.004,2570.353,2382.114,2243.161,2115.377,2038.355,1992.116,1951.462,1910.743,1973.538,2137.828,2283.386,3
WITCH,EN_INDCi2030_1200_NDCp,P3b,Primary Energy|Coal,EJ/yr,155.329,154.9297,103.2201,66.59613,49.66274,43.82894,40.68299,38.23296,35.91344,33.97058,31.85124,29.85554,27.96284,26.16432,24.48438,22.90368,21.40011,3
WITCH,EN_INDCi2030_1200_NDCp,P3b,Secondary Energy|Electricity|Coal,EJ/yr,36.69889,37.78108,19.76428,7.839697,1.982183,0.700443,0.4595662,0.408992,0.3565354,0.4038311,0.3453884,0.2954825,0.2490116,0.2049357,0.1737715,0.1501116,0.1273069,3
WITCH,EN_INDCi2030_1200_NDCp,P3b,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,14382.75,14688.0,9231.62,4803.212,1952.36,278.6528,-1066.9,-1843.85,-2546.762,-3186.836,-4049.445,-5043.45,-6546.231,-8203.094,-9974.014,-11127.94,-11359.99,3
WITCH,EN_INDCi2030_1200_NDCp,P3b,Final Energy|Industry|Solids|Biomass,EJ/yr,4.399557,2.748519,2.753352,1.233171,0.9657693,0.7253066,0.5917993,0.4656464,0.3587364,0.2474734,0.1297894,0.03586891,7.184407e-08,7.192054e-08,7.19257e-08,7.18415e-08,7.184574e-08,3
WITCH,EN_INDCi2030_1200_NDCp,P3b,Final Energy|Industry|Solids|Coal,EJ/yr,31.82502,25.20915,24.63754,21.35197,20.458,19.16195,17.9785,16.90681,15.90124,14.93407,14.02404,13.17381,12.38423,11.62955,10.90655,10.21318,9.555782,3
WITCH,EN_INDCi2030_1200_NDCp,P3b,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,4.01991,5.349596,4.302157,5.295146,4.673438,4.389976,4.128805,3.897909,3.677997,3.472643,3.275171,3.081551,2.889023,2.708318,2.539585,2.382557,2.232094,3
WITCH,EN_INDCi2030_1200f,P3b,Emissions|CO2,Mt CO2/yr,36684.18,37103.46,35217.11,25831.54,20442.69,17492.61,15007.12,12355.35,9911.568,7840.979,6169.296,4367.309,2179.208,-296.9854,-2788.086,-5026.34,-6779.03,3
WITCH,EN_INDCi2030_1200f,P3b,Emissions|CO2|AFOLU,Mt CO2/yr,2548.496,1319.785,360.7244,-1379.598,-1804.062,-2360.543,-2860.8,-3221.313,-3539.289,-3563.681,-3562.491,-3698.802,-3831.899,-3888.99,-3926.349,-3834.704,-3714.179,3
WITCH,EN_INDCi2030_1200f,P3b,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,34135.68,35783.67,34856.38,27211.13,22246.76,19853.16,17867.92,15576.66,13450.86,11404.66,9731.787,8066.111,6011.106,3592.004,1138.263,-1191.636,-3064.851,3
WITCH,EN_INDCi2030_1200f,P3b,Emissions|CO2|Energy|Demand|Industry,Mt CO2/yr,5435.536,4815.601,4853.498,3745.28,3024.665,2798.909,2615.1,2411.895,2251.273,2116.695,2041.166,1993.385,1971.081,2023.961,2054.151,2150.843,2179.476,3
WITCH,EN_INDCi2030_1200f,P3b,Primary Energy|Coal,EJ/yr,154.7339,154.6703,131.9215,70.45464,50.11797,43.755,40.6368,38.23122,35.98976,34.01251,31.88209,29.89134,28.01339,26.22126,24.53398,22.94574,21.21884,3
WITCH,EN_INDCi2030_1200f,P3b,Secondary Energy|Electricity|Coal,EJ/yr,36.42107,37.58637,30.25862,9.275767,2.148584,0.6515632,0.4261511,0.3877757,0.3603837,0.3902711,0.3274512,0.2801095,0.239664,0.1979035,0.1639338,0.1373651,0.02863182,3
WITCH,EN_INDCi2030_1200f,P3b,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,14340.32,14781.45,12612.65,5422.587,2124.301,342.1385,-733.4912,-1547.552,-2194.756,-2648.138,-3189.017,-3856.761,-4723.125,-5737.436,-6787.76,-7979.159,-9288.835,3
WITCH,EN_INDCi2030_1200f,P3b,Final Energy|Industry|Solids|Biomass,EJ/yr,4.405469,2.02692,2.068281,1.258095,0.9819578,0.7429094,0.6052465,0.471116,0.3637066,0.2504891,0.1310006,0.03485632,7.184893e-08,7.185312e-08,7.196933e-08,7.213742e-08,7.231525e-08,3
WITCH,EN_INDCi2030_1200f,P3b,Final Energy|Industry|Solids|Coal,EJ/yr,31.82496,23.40418,23.79609,21.39491,20.49828,19.19039,18.00374,16.9389,15.93974,14.98678,14.07703,13.21082,12.4085,11.65678,10.93844,10.25372,9.602283,3
WITCH,EN_INDCi2030_1200f,P3b,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,4.019903,7.560569,6.091244,5.304708,4.680288,4.394111,4.132748,3.900593,3.679671,3.470576,3.273062,3.085501,2.89822,2.71552,2.544044,2.381901,2.22769,3
WITCH,EN_INDCi2030_1200f_NDCp,P3b,Emissions|CO2,Mt CO2/yr,36696.91,37732.35,32303.63,25690.16,20620.04,17773.09,15375.84,12812.06,10372.59,8255.96,6408.032,4667.271,2452.436,-103.0093,-2709.87,-5054.999,-7514.035,3
WITCH,EN_INDCi2030_1200f_NDCp,P3b,Emissions|CO2|AFOLU,Mt CO2/yr,2548.822,2239.576,2037.988,-1374.401,-1802.094,-2355.077,-2852.203,-3225.294,-3545.227,-3563.006,-3544.545,-3681.084,-3794.918,-3841.998,-3869.692,-3747.563,-3583.807,3
WITCH,EN_INDCi2030_1200f_NDCp,P3b,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,34148.09,35492.77,30265.64,27064.56,22422.13,20128.17,18228.04,16037.35,13917.81,11818.97,9952.577,8348.356,6247.354,3738.988,1159.822,-1307.436,-3930.229,3
WITCH,EN_INDCi2030_1200f_NDCp,P3b,Emissions|CO2|Energy|Demand|Industry,Mt CO2/yr,5433.828,4954.858,4792.959,3761.905,3053.588,2831.316,2647.135,2449.326,2276.976,2131.121,2027.322,1975.208,1942.943,1982.664,2016.085,2073.518,2167.844,3
WITCH,EN_INDCi2030_1200f_NDCp,P3b,Primary Energy|Coal,EJ/yr,155.329,154.9297,103.2201,70.05614,50.46537,44.04812,40.75695,38.34933,36.02683,34.10277,32.01792,30.01249,28.12158,26.32691,24.62454,23.0272,21.22681,3
WITCH,EN_INDCi2030_1200f_NDCp,P3b,Secondary Energy|Electricity|Coal,EJ/yr,36.69889,37.78108,19.76428,9.139164,2.270529,0.74003,0.4501677,0.4166656,0.3599673,0.4103036,0.3643472,0.3116875,0.266658,0.2240078,0.1846601,0.1548318,0.01789855,3
WITCH,EN_INDCi2030_1200f_NDCp,P3b,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,14382.75,14688.0,9231.62,5230.249,2147.262,429.0177,-705.7906,-1503.06,-2137.217,-2811.323,-3655.525,-4439.431,-5463.495,-6691.945,-8014.156,-9553.356,-11274.68,3
WITCH,EN_INDCi2030_1200f_NDCp,P3b,Final Energy|Industry|Solids|Biomass,EJ/yr,4.399557,2.748576,2.753413,1.254876,0.9893377,0.7530564,0.6129267,0.4745507,0.3701289,0.2535455,0.1322004,0.03474979,7.186643e-08,7.184113e-08,7.19099e-08,7.207044e-08,7.224412e-08,3
WITCH,EN_INDCi2030_1200f_NDCp,P3b,Final Energy|Industry|Solids|Coal,EJ/yr,31.82502,25.36673,24.87432,21.41882,20.52818,19.22866,18.03299,16.96249,15.96415,15.01233,14.10405,13.23673,12.42336,11.6712,10.95416,10.26944,9.617906,3
WITCH,EN_INDCi2030_1200f_NDCp,P3b,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,4.01991,6.30922,5.146829,5.309727,4.685296,4.400343,4.136509,3.9024,3.681137,3.471596,3.27349,3.086392,2.903878,2.721221,2.548795,2.386511,2.232318,3
WITCH,EN_INDCi2030_1400,P3b,Emissions|CO2,Mt CO2/yr,36684.18,37103.46,35217.11,27350.81,22193.54,19468.2,17195.97,14958.53,12715.47,10741.96,9132.514,7591.649,5770.406,3843.359,1145.845,-1010.063,-1619.313,3
WITCH,EN_INDCi2030_1400,P3b,Emissions|CO2|AFOLU,Mt CO2/yr,2548.496,1319.785,360.7244,-1316.341,-1746.948,-2293.558,-2845.068,-3256.524,-3605.257,-3626.581,-3628.918,-3788.344,-3941.992,-4026.562,-4006.614,-3847.822,-3730.588,3
WITCH,EN_INDCi2030_1400,P3b,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,34135.68,35783.67,34856.38,28667.15,23940.49,21761.76,20041.04,18215.06,16320.73,14368.54,12761.43,11379.99,9712.397,7869.921,5152.459,2837.759,2111.275,3
WITCH,EN_INDCi2030_1400,P3b,Emissions|CO2|Energy|Demand|Industry,Mt CO2/yr,5435.536,4815.601,4853.498,3819.856,3242.13,2983.594,2763.907,2575.984,2405.418,2219.276,2099.73,1999.671,1885.831,1844.283,1831.837,1830.324,1926.386,3
WITCH,EN_INDCi2030_1400,P3b,Primary Energy|Coal,EJ/yr,154.7339,154.6703,131.9215,78.10859,53.25826,44.53914,40.82164,38.43656,36.04053,34.11799,32.10038,30.09826,28.23103,26.3863,24.69284,23.09272,21.33815,3
WITCH,EN_INDCi2030_1400,P3b,Secondary Energy|Electricity|Coal,EJ/yr,36.42107,37.58637,30.25862,12.23316,3.454223,0.8900607,0.4003976,0.4000427,0.3204636,0.3755234,0.3555757,0.3041655,0.267961,0.2063714,0.170083,0.1394716,0.0201377,3
WITCH,EN_INDCi2030_1400,P3b,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,14340.32,14781.45,12612.65,6507.231,2853.926,1126.73,26.34296,-716.6563,-1446.878,-2287.837,-3047.157,-3858.982,-4829.641,-5848.46,-7414.289,-8895.249,-10006.26,3
WITCH,EN_INDCi2030_1400,P3b,Final Energy|Industry|Solids|Biomass,EJ/yr,4.405469,2.026798,2.068125,1.290399,1.013002,0.7720818,0.6388553,0.4833463,0.3712177,0.2532641,0.1312203,0.03369592,7.197485e-08,7.189422e-08,7.184086e-08,7.191393e-08,7.189094e-08,3
WITCH,EN_INDCi2030_1400,P3b,Final Energy|Industry|Solids|Coal,EJ/yr,31.82496,23.15578,23.4901,21.50326,20.61816,19.31759,18.14038,17.04314,16.04393,15.0904,14.18583,13.32297,12.4968,11.71834,10.99885,10.31899,9.664125,3
WITCH,EN_INDCi2030_1400,P3b,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,4.019903,5.341685,5.420012,5.327953,4.699532,4.41225,4.149848,3.907655,3.685161,3.474726,3.274719,3.085967,2.909215,2.738539,2.566788,2.401416,2.249104,3
WITCH,EN_INDCi2030_1400_NDCp,P3b,Emissions|CO2,Mt CO2/yr,36696.91,37732.35,32303.63,27062.35,22154.86,19532.38,17386.64,15189.12,13102.69,11267.85,9382.551,7776.086,6056.703,4138.788,1551.212,-858.3508,-1713.814,3
WITCH,EN_INDCi2030_1400_NDCp,P3b,Emissions|CO2|AFOLU,Mt CO2/yr,2548.822,2239.576,2037.988,-1314.134,-1740.425,-2286.368,-2845.118,-3256.273,-3596.948,-3642.288,-3617.962,-3767.966,-3918.41,-4029.703,-4059.891,-3765.522,-3588.584,3
WITCH,EN_INDCi2030_1400_NDCp,P3b,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,34148.09,35492.77,30265.64,28376.48,23895.28,21818.75,20231.76,18445.39,16699.63,14910.13,13000.51,11544.05,9975.113,8168.491,5611.104,2907.171,1874.77,3
WITCH,EN_INDCi2030_1400_NDCp,P3b,Emissions|CO2|Energy|Demand|Industry,Mt CO2/yr,5433.828,4954.858,4792.959,3826.787,3257.875,3009.539,2822.477,2610.536,2461.352,2283.623,2138.085,2029.699,1925.665,1866.141,1826.679,1818.093,1887.051,3
WITCH,EN_INDCi2030_1400_NDCp,P3b,Primary Energy|Coal,EJ/yr,155.329,154.9297,103.2201,76.78679,53.61735,44.93732,40.82572,38.43235,36.06597,34.04112,32.27141,30.24851,28.3755,26.51797,24.80435,23.19414,21.58316,3
WITCH,EN_INDCi2030_1400_NDCp,P3b,Secondary Energy|Electricity|Coal,EJ/yr,36.69889,37.78108,19.76428,11.72804,3.592959,1.037268,0.3956465,0.3851318,0.3149593,0.3321385,0.4052175,0.3466264,0.3085427,0.2424366,0.1988457,0.1647335,0.1011407,3
WITCH,EN_INDCi2030_1400_NDCp,P3b,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,14382.75,14688.0,9231.62,6215.907,2759.766,1068.744,5.451044,-820.8899,-1568.566,-2414.392,-3432.065,-4393.12,-5622.148,-6768.464,-8466.89,-10398.92,-11944.15,3
WITCH,EN_INDCi2030_1400_NDCp,P3b,Final Energy|Industry|Solids|Biomass,EJ/yr,4.399557,2.748519,2.753352,1.27897,1.014376,0.7751189,0.6380026,0.4841721,0.3722443,0.2557619,0.1315802,0.03340221,7.202802e-08,7.194411e-08,7.185717e-08,7.184963e-08,7.184307e-08,3
WITCH,EN_INDCi2030_1400_NDCp,P3b,Final Energy|Industry|Solids|Coal,EJ/yr,31.82502,25.20915,24.63754,21.51459,20.63696,19.34858,18.15127,17.06213,16.06651,15.11745,14.20907,13.34662,12.52635,11.74456,11.01018,10.33129,9.675831,3
WITCH,EN_INDCi2030_1400_NDCp,P3b,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,4.01991,5.28395,4.224136,5.330462,4.702948,4.417715,4.151846,3.910434,3.687106,3.475433,3.275992,3.086921,2.907774,2.738498,2.57339,2.407283,2.25515,3
WITCH,EN_INDCi2030_1400f,P3b,Emissions|CO2,Mt CO2/yr,36684.18,37103.46,35217.11,27498.58,22190.09,19417.05,17226.25,15102.97,12812.48,10805.13,8947.081,7335.514,5575.445,3727.59,1489.14,-736.311,-2752.59,3
WITCH,EN_INDCi2030_1400f,P3b,Emissions|CO2|AFOLU,Mt CO2/yr,2548.496,1319.785,360.7244,-1315.562,-1748.807,-2293.931,-2851.027,-3264.192,-3612.907,-3636.267,-3604.716,-3723.245,-3850.644,-3979.591,-4056.183,-3831.681,-3723.86,3
WITCH,EN_INDCi2030_1400f,P3b,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,34135.68,35783.67,34856.38,28814.15,23938.9,21710.98,20077.28,18367.16,16425.39,14441.39,12551.8,11058.76,9426.089,7707.181,5545.322,3095.37,971.2696,3
WITCH,EN_INDCi2030_1400f,P3b,Emissions|CO2|Energy|Demand|Industry,Mt CO2/yr,5435.536,4815.601,4853.498,3828.473,3197.577,2935.469,2768.255,2598.685,2440.375,2247.967,2097.239,1998.361,1904.294,1870.15,1888.788,1938.398,1998.152,3
WITCH,EN_INDCi2030_1400f,P3b,Primary Energy|Coal,EJ/yr,154.7339,154.6703,131.9215,78.69094,53.4825,44.438,40.85963,38.47567,36.06946,34.09392,32.37523,30.33885,28.44887,26.58132,24.86544,23.2474,21.72128,3
WITCH,EN_INDCi2030_1400f,P3b,Secondary Energy|Electricity|Coal,EJ/yr,36.42107,37.58637,30.25862,12.44597,3.527741,0.829407,0.4108565,0.4063456,0.3203108,0.3524006,0.4409092,0.3771551,0.3330712,0.2633574,0.2190021,0.1819702,0.1513851,3
WITCH,EN_INDCi2030_1400f,P3b,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,14340.32,14781.45,12612.65,6570.09,2845.591,1028.256,-54.99319,-764.3551,-1552.978,-2199.791,-2847.784,-3497.363,-4385.525,-5172.023,-6160.197,-7421.907,-8736.055,3
WITCH,EN_INDCi2030_1400f,P3b,Final Energy|Industry|Solids|Biomass,EJ/yr,4.405469,2.026807,2.068137,1.294302,1.017113,0.7756724,0.6411018,0.4870027,0.3728474,0.256115,0.1325706,0.03357172,7.200242e-08,7.191236e-08,7.185056e-08,7.185118e-08,7.196155e-08,3
WITCH,EN_INDCi2030_1400f,P3b,Final Energy|Industry|Solids|Coal,EJ/yr,31.82496,23.20512,23.58487,21.51741,20.63114,19.32788,18.14393,17.05258,16.05606,15.10775,14.20405,13.34253,12.52052,11.73789,11.0118,10.33184,9.681625,3
WITCH,EN_INDCi2030_1400f,P3b,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,4.019903,7.375699,6.114109,5.331455,4.702366,4.414503,4.151398,3.90979,3.687423,3.476537,3.276619,3.087352,2.908735,2.739655,2.570996,2.405513,2.250161,3
WITCH,EN_INDCi2030_1400f_NDCp,P3b,Emissions|CO2,Mt CO2/yr,36696.91,37732.35,32303.63,27369.58,22524.47,19702.06,17563.12,15513.97,13321.13,11373.72,9323.979,7630.609,5637.692,3689.538,1392.103,-1040.169,-3288.369,3
WITCH,EN_INDCi2030_1400f_NDCp,P3b,Emissions|CO2|AFOLU,Mt CO2/yr,2548.822,2239.576,2037.988,-1304.189,-1730.333,-2286.603,-2843.754,-3256.146,-3609.501,-3657.31,-3605.949,-3718.824,-3833.321,-3931.442,-4003.165,-3748.472,-3585.841,3
WITCH,EN_INDCi2030_1400f_NDCp,P3b,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,34148.09,35492.77,30265.64,28673.77,24254.8,21988.66,20406.87,18770.12,16930.63,15031.03,12929.93,11349.43,9471.013,7620.98,5395.268,2708.303,297.4717,3
