Model,Scenario,Policy_category,Variable,Unit,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100,PC_m
COFFEE,Transport_NPi_Conv,P1b,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,11528.06,12129.18,12690.39,12559.87,12000.96,11732.93,11680.78,11667.8,11709.99,11531.635,11353.28,10471.272,9589.264,8343.1505,7097.037,5722.5085,4347.98,1
COFFEE,Transport_NPi_Conv,P1b,Final Energy|Industry|Solids|Biomass,EJ/yr,11.4918,11.8474,10.2927,9.0432,7.7119,6.1859,5.1211,4.3122,3.1239,2.84625,2.5686,2.7166,2.8646,2.9253,2.986,3.0237,3.0614,1
COFFEE,Transport_NPi_Conv,P1b,Final Energy|Industry|Solids|Coal,EJ/yr,33.3321,36.4839,40.0999,42.0295,44.05,47.2998,51.5066,54.4892,55.3608,54.2205,53.0802,51.514,49.9478,47.211200000000005,44.4746,42.77975,41.0849,1
COFFEE,Transport_NPi_Conv,P1b,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,4.244,4.2018,5.7262,7.6722,9.3012,11.1567,11.4784,10.7062,9.6643,8.579450000000001,7.4946,7.56485,7.6351,7.5087,7.3823,7.0063,6.6303,1
WITCH,CO_2Deg2020,P2a,Emissions|CO2,Mt CO2/yr,37182.71,25250.25,20334.86,16546.01,14564.18,11858.67,9248.817,7030.002,5038.219,3654.836,2029.123,22.4203,-2813.238,-5743.789,-9545.597,-12582.76,-14307.85,2
WITCH,CO_2Deg2020,P2a,Emissions|CO2|AFOLU,Mt CO2/yr,2548.088,-241.96,-1284.355,-1632.293,-1899.56,-2325.026,-2683.865,-3021.179,-3381.751,-3396.567,-3352.478,-3415.843,-3403.633,-3552.612,-3663.083,-3448.479,-3304.37,2
WITCH,CO_2Deg2020,P2a,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,34634.63,25492.21,21619.22,18178.3,16463.74,14183.69,11932.68,10051.18,8419.969,7051.402,5381.601,3438.263,590.3956,-2191.177,-5882.514,-9134.278,-11003.48,2
WITCH,CO_2Deg2020,P2a,Emissions|CO2|Energy|Demand|Industry,Mt CO2/yr,5534.82,3459.486,3352.114,2821.344,2751.309,2528.149,2330.765,2189.785,2095.331,2032.475,2007.127,2019.565,2052.914,2184.416,2395.902,2591.41,2554.254,2
WITCH,CO_2Deg2020,P2a,Primary Energy|Coal,EJ/yr,155.3409,77.15953,57.57914,50.8029,47.86536,44.64679,41.71166,38.90781,36.95662,34.99108,33.1975,30.80771,28.74406,26.78847,24.93642,23.24321,21.63451,2
WITCH,CO_2Deg2020,P2a,Secondary Energy|Electricity|Coal,EJ/yr,36.84886,9.731871,3.168547,1.361055,1.285794,1.080898,0.8981055,0.7128576,0.7924933,0.8279896,0.8915238,0.706526,0.6042573,0.5085157,0.4190991,0.3584849,0.3008174,2
WITCH,CO_2Deg2020,P2a,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,14128.26,5964.79,2841.962,821.0989,-642.6351,-1842.789,-2665.428,-3146.35,-3496.698,-3793.146,-4396.028,-5207.621,-6370.121,-7554.641,-9260.34,-10884.49,-12546.61,2
WITCH,CO_2Deg2020,P2a,Final Energy|Industry|Solids|Biomass,EJ/yr,4.541378,1.432395,1.121748,0.9221814,0.8238636,0.7234712,0.6368675,0.5451916,0.4510394,0.3369881,0.2285868,0.07857978,0.001360388,7.27784e-08,7.297973e-08,7.319161e-08,7.3413e-08,2
WITCH,CO_2Deg2020,P2a,Final Energy|Industry|Solids|Coal,EJ/yr,31.74551,22.32701,21.48197,20.74736,20.02695,18.79962,17.68743,16.62952,15.64683,14.72946,13.85312,13.01784,12.22358,11.46826,10.75012,10.06724,9.417855,2
WITCH,CO_2Deg2020,P2a,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,4.003093,6.552132,5.812723,5.172518,4.603373,4.342417,4.101758,3.874195,3.647793,3.425006,3.215872,3.018448,2.830654,2.652033,2.482118,2.320507,2.166806,2
WITCH,CO_2Deg2030,P3b,Emissions|CO2,Mt CO2/yr,37182.71,37338.5,37540.47,19717.05,14054.93,9096.767,5741.819,3676.643,1899.902,142.3836,-1775.411,-3578.832,-5660.603,-7829.853,-10517.77,-13183.46,-16590.73,3
WITCH,CO_2Deg2030,P3b,Emissions|CO2|AFOLU,Mt CO2/yr,2548.088,1328.11,1157.724,-1611.404,-1895.608,-2266.254,-2616.153,-2983.191,-3420.574,-3197.621,-3104.96,-3256.439,-3476.011,-3592.613,-3747.724,-3596.343,-3503.045,3
WITCH,CO_2Deg2030,P3b,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,34634.63,36010.39,36382.75,21328.45,15950.54,11363.02,8357.973,6659.834,5320.476,3340.004,1329.55,-322.3921,-2184.592,-4237.241,-6770.046,-9587.121,-13087.69,3
WITCH,CO_2Deg2030,P3b,Emissions|CO2|Energy|Demand|Industry,Mt CO2/yr,5534.82,4949.692,4831.212,2898.194,2510.102,2143.607,1897.645,1726.477,1612.213,1519.805,1467.191,1450.15,1456.411,1550.689,1684.174,1870.079,2130.307,3
WITCH,CO_2Deg2030,P3b,Primary Energy|Coal,EJ/yr,155.3409,149.7948,135.6338,52.14609,46.42673,43.25207,40.08026,37.35079,35.14283,32.78744,30.75689,28.81847,26.99809,25.02622,23.4259,21.90401,20.45688,3
WITCH,CO_2Deg2030,P3b,Secondary Energy|Electricity|Coal,EJ/yr,36.84886,35.68557,31.52913,2.055241,0.9372711,0.7277328,0.4566887,0.2931608,0.2791538,0.1749256,0.1494947,0.1221984,0.1045252,3.672e-09,3.672e-09,3.672e-09,6.21902e-05,3
WITCH,CO_2Deg2030,P3b,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,14128.26,14016.58,13004.56,3752.234,1361.939,-419.3986,-1658.184,-2266.163,-2788.535,-4054.353,-5344.374,-6212.463,-7128.808,-7951.346,-9058.302,-10324.08,-11841.08,3
WITCH,CO_2Deg2030,P3b,Final Energy|Industry|Solids|Biomass,EJ/yr,4.541378,3.088486,2.154507,1.078645,0.8201189,0.6930303,0.6247018,0.5311517,0.4538235,0.3394937,0.2413587,0.09640388,0.003011711,7.413705e-08,7.439751e-08,7.46661e-08,7.49407e-08,3
WITCH,CO_2Deg2030,P3b,Final Energy|Industry|Solids|Coal,EJ/yr,31.74551,29.15295,27.12352,20.68794,19.70077,18.56171,17.49151,16.47414,15.50345,14.58054,13.70306,12.8687,12.07539,11.32107,10.6038,9.921677,9.273007,3
WITCH,CO_2Deg2030,P3b,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,4.003093,4.242733,4.271632,5.165272,4.600179,4.315871,4.059879,3.816258,3.586449,3.367795,3.159768,2.961876,2.773602,2.594514,2.424175,2.262178,2.108141,3
WITCH,CO_BAU,P1a,Emissions|CO2,Mt CO2/yr,39584.85,41335.5,42708.94,44010.85,44913.35,45941.36,46834.62,47207.67,47869.62,48642.7,49456.34,50283.82,50465.14,50288.65,50577.15,50425.13,50259.73,1
WITCH,CO_BAU,P1a,Emissions|CO2|AFOLU,Mt CO2/yr,2535.177,2557.76,2595.464,2443.634,2381.398,2271.2,2126.42,1883.351,1660.449,1432.573,1223.36,1057.398,979.4872,1022.348,941.0851,905.3075,734.4417,1
WITCH,CO_BAU,P1a,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,37049.67,38777.74,40113.48,41567.22,42531.95,43670.16,44708.2,45324.32,46209.17,47210.12,48232.98,49226.42,49485.65,49266.3,49636.07,49519.82,49525.29,1
WITCH,CO_BAU,P1a,Emissions|CO2|Energy|Demand|Industry,Mt CO2/yr,5529.879,5843.892,6030.108,6198.451,6385.146,6525.871,6653.17,6827.943,6994.801,7156.455,7315.242,7442.073,7402.753,7290.309,7229.529,7198.39,7106.529,1
WITCH,CO_BAU,P1a,Primary Energy|Coal,EJ/yr,179.0996,165.0909,157.4286,153.4026,143.7825,140.254,137.6101,127.9234,120.7778,113.5534,104.6609,95.04122,87.03485,80.41291,74.26357,69.67534,66.51091,1
WITCH,CO_BAU,P1a,Secondary Energy|Electricity|Coal,EJ/yr,45.47881,41.88791,40.6189,41.33506,39.86495,39.84423,39.6436,36.74052,34.8441,32.73014,29.98373,26.96677,24.50882,22.60924,20.82166,19.63704,19.01925,1
WITCH,CO_BAU,P1a,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,16382.02,15767.61,15520.65,15585.53,14892.06,14809.33,14682.07,13603.18,12800.4,11936.89,10989.94,10098.91,9329.777,8685.086,7983.6,7521.178,7241.797,1
WITCH,CO_BAU,P1a,Final Energy|Industry|Solids|Biomass,EJ/yr,4.500256,3.986198,3.446559,3.046866,2.704431,2.352428,2.03142,1.641044,1.264599,0.8748268,0.5434622,0.1127043,9.091485e-08,9.091485e-08,9.091485e-08,9.091485e-08,9.091485e-08,1
WITCH,CO_BAU,P1a,Final Energy|Industry|Solids|Coal,EJ/yr,32.44106,30.62546,28.95568,27.3937,25.91221,24.51632,23.19676,21.94695,20.76474,19.64445,18.58225,17.57528,16.6206,15.71486,14.85505,14.03869,13.26313,1
WITCH,CO_BAU,P1a,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,4.084463,3.859345,3.651559,3.456698,3.268978,3.092127,2.925348,2.767597,2.618524,2.477343,2.343539,2.216731,2.096537,1.982523,1.874305,1.771564,1.673966,1
WITCH,CO_Bridge,P3c,Emissions|CO2,Mt CO2/yr,39163.28,37075.66,33997.53,25757.71,18878.68,14460.59,10856.88,8462.69,6484.672,4505.985,2304.474,-366.9157,-2660.527,-3723.209,-4588.914,-5147.669,-5679.0,3
WITCH,CO_Bridge,P3c,Emissions|CO2|AFOLU,Mt CO2/yr,2548.675,1933.003,590.0334,-425.1336,-866.8923,-1452.278,-2032.131,-2585.435,-3095.238,-3305.201,-3496.742,-3707.678,-3932.963,-4099.315,-4283.184,-4305.911,-4338.945,3
WITCH,CO_Bridge,P3c,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,36614.6,35142.66,33407.5,26182.85,19745.57,15912.87,12889.01,11048.12,9579.91,7811.186,5801.216,3340.762,1272.437,376.1063,-305.7296,-841.7582,-1340.054,3
WITCH,CO_Bridge,P3c,Emissions|CO2|Energy|Demand|Industry,Mt CO2/yr,5442.206,3664.389,3725.119,3474.152,2529.263,2095.358,1709.297,1487.25,1363.181,1280.114,1231.762,1220.649,1191.447,1145.249,1112.912,1088.39,1054.791,3
WITCH,CO_Bridge,P3c,Primary Energy|Coal,EJ/yr,161.206,137.7698,117.4374,65.13567,48.85368,42.9152,39.81462,37.47454,35.31007,33.29758,31.2671,29.41206,27.64547,25.96209,24.41115,22.94833,21.57736,3
WITCH,CO_Bridge,P3c,Secondary Energy|Electricity|Coal,EJ/yr,39.23882,31.99934,25.4095,7.131735,1.707137,0.4047726,0.2369444,0.2191305,0.2167099,0.2310017,0.202187,0.2016988,0.2007871,0.1987104,0.2151354,0.2354157,0.26242,3
WITCH,CO_Bridge,P3c,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,14935.84,12815.59,10574.19,4918.068,2241.84,784.0629,117.4674,-247.74,-383.9627,-523.6697,-723.8388,-946.5063,-1242.941,-1612.488,-1965.986,-2277.124,-2526.247,3
WITCH,CO_Bridge,P3c,Final Energy|Industry|Solids|Biomass,EJ/yr,4.423389,1.651698,1.494233,1.187065,0.8956218,0.6517747,0.5150893,0.4088518,0.3192016,0.2203112,0.1208525,0.03564143,7.202291e-08,7.219495e-08,7.237806e-08,7.257066e-08,7.27727e-08,3
WITCH,CO_Bridge,P3c,Final Energy|Industry|Solids|Coal,EJ/yr,31.72435,23.29689,22.60565,21.38734,20.47475,19.107,17.83648,16.76126,15.75537,14.80422,13.92653,13.09429,12.29908,11.54209,10.82228,10.13779,9.486886,3
WITCH,CO_Bridge,P3c,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,4.007962,6.835051,6.097536,5.303951,4.677958,4.385386,4.116402,3.887754,3.670523,3.461496,3.250783,3.049562,2.860501,2.681145,2.510541,2.348283,2.193967,3
WITCH,CO_CurPol,P1b,Emissions|CO2,Mt CO2/yr,37182.71,39462.38,40944.84,41922.58,42863.43,43889.2,44787.09,45190.91,45852.34,46606.42,47402.76,48109.92,48066.79,47884.08,48192.39,48029.2,48005.25,1
WITCH,CO_CurPol,P1b,Emissions|CO2|AFOLU,Mt CO2/yr,2548.088,2565.643,2606.115,2463.999,2395.756,2284.672,2138.568,1893.907,1668.975,1447.966,1246.626,1075.203,994.4737,1038.381,969.4259,937.9001,748.529,1
WITCH,CO_CurPol,P1b,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,34634.63,36896.74,38338.72,39458.58,40467.67,41604.53,42648.52,43297.01,44183.37,45158.46,46156.14,47034.72,47072.32,46845.7,47222.96,47091.3,47256.72,1
WITCH,CO_CurPol,P1b,Emissions|CO2|Energy|Demand|Industry,Mt CO2/yr,5534.82,5785.984,5947.897,6101.389,6274.015,6415.844,6537.11,6709.009,6864.36,7020.705,7170.783,7286.045,7232.166,7112.972,7047.561,7024.167,6919.219,1
WITCH,CO_CurPol,P1b,Primary Energy|Coal,EJ/yr,155.3409,149.2661,143.4857,136.8754,129.4442,126.0818,124.3746,115.267,108.2365,101.6018,93.62256,84.59856,77.33859,71.41808,66.83426,62.46579,59.0422,1
WITCH,CO_CurPol,P1b,Secondary Energy|Electricity|Coal,EJ/yr,36.84886,36.24231,35.4404,34.46626,33.31025,33.45026,33.72428,31.11218,29.31392,27.52552,25.2029,22.47877,20.38275,18.76597,17.62819,16.5975,15.86982,1
WITCH,CO_CurPol,P1b,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,14128.26,14256.67,14242.46,14021.76,13544.94,13457.42,13416.45,12384.92,11571.07,10760.69,9918.389,9084.752,8386.26,7821.286,7263.287,6816.524,6511.527,1
WITCH,CO_CurPol,P1b,Final Energy|Industry|Solids|Biomass,EJ/yr,4.541378,3.985551,3.4593,3.05356,2.712856,2.357983,2.03519,1.644222,1.266422,0.8769689,0.5443949,0.1130867,9.091485e-08,9.091485e-08,9.091485e-08,9.091485e-08,9.091485e-08,1
WITCH,CO_CurPol,P1b,Final Energy|Industry|Solids|Coal,EJ/yr,31.74551,29.69963,28.15571,26.67764,25.26704,23.93509,22.66785,21.46221,20.32074,19.23032,18.19353,17.21256,16.27347,15.38383,14.54143,13.72378,12.96236,1
WITCH,CO_CurPol,P1b,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,4.003093,3.749453,3.555451,3.369195,3.189139,3.019351,2.857993,2.705279,2.559707,2.42158,2.291028,2.167367,2.049037,1.936842,1.83079,1.729225,1.633476,1
WITCH,CO_GPP,P1d,Emissions|CO2,Mt CO2/yr,37182.71,35978.23,34232.71,30376.32,28594.65,27152.75,25898.07,24876.65,22548.67,21539.55,20103.49,19203.23,17934.14,16720.62,15623.6,15292.25,15970.26,1
WITCH,CO_GPP,P1d,Emissions|CO2|AFOLU,Mt CO2/yr,2548.088,1907.663,585.9086,-376.59,-815.7977,-1278.017,-1776.118,-2314.137,-2811.004,-2965.42,-3028.468,-3162.718,-3291.844,-3457.492,-3695.92,-3611.484,-3564.242,1
WITCH,CO_GPP,P1d,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,34634.63,34070.57,33646.8,30752.91,29410.44,28430.76,27674.18,27190.79,25359.67,24504.97,23131.95,22365.95,21225.99,20178.11,19319.52,18903.73,19534.51,1
WITCH,CO_GPP,P1d,Emissions|CO2|Energy|Demand|Industry,Mt CO2/yr,5534.82,3806.899,4015.711,4135.403,4273.678,4227.397,4170.12,4025.453,3352.378,3238.52,2999.797,2886.681,2738.958,2655.13,2629.016,2631.077,2613.42,1
WITCH,CO_GPP,P1d,Primary Energy|Coal,EJ/yr,155.3409,138.4818,116.7438,80.20314,61.91971,52.31874,45.15661,40.95314,38.31495,35.38553,33.19734,31.21387,29.34001,27.55208,25.86589,24.30604,22.6752,1
WITCH,CO_GPP,P1d,Secondary Energy|Electricity|Coal,EJ/yr,36.84886,31.82952,24.92872,12.55023,6.632344,3.728755,1.716167,0.9176772,0.7422701,0.3830957,0.2977554,0.2548308,0.2181171,0.1805036,0.1498054,0.1365869,0.06773334,1
WITCH,CO_GPP,P1d,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,14128.26,12830.64,10720.8,6808.293,4259.554,2546.351,1156.608,235.069,-403.0912,-1055.017,-1559.758,-2057.56,-2667.927,-3404.092,-4148.047,-4518.082,-3725.046,1
WITCH,CO_GPP,P1d,Final Energy|Industry|Solids|Biomass,EJ/yr,4.541378,1.637279,1.457727,1.2081,1.092522,0.9378844,0.8144136,0.6795669,0.5391411,0.3806313,0.2436731,0.06241311,7.260728e-08,7.259168e-08,7.257553e-08,7.255879e-08,7.254495e-08,1
WITCH,CO_GPP,P1d,Final Energy|Industry|Solids|Coal,EJ/yr,31.74551,23.34767,22.55121,21.76625,21.04861,19.77549,18.61441,17.55636,16.56665,15.62676,14.73305,13.88327,13.07525,12.30695,11.57643,10.88182,10.22204,1
WITCH,CO_GPP,P1d,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,4.003093,6.845537,6.079939,5.377136,4.766622,4.480233,4.217065,3.97787,3.755113,3.543762,3.342722,3.151487,2.969579,2.796539,2.631935,2.475352,2.326135,1
WITCH,CO_NDC_2050convergence,P1d,Emissions|CO2,Mt CO2/yr,37182.71,37338.5,37540.47,35738.2,32359.56,29613.15,27563.27,27432.29,27015.59,26760.42,26256.5,25776.89,25119.94,24144.79,20926.26,19663.71,18743.92,1
WITCH,CO_NDC_2050convergence,P1d,Emissions|CO2|AFOLU,Mt CO2/yr,2548.088,1328.11,1157.724,1747.458,-364.1896,-1365.877,-2306.046,-2830.796,-3239.319,-3356.516,-3374.383,-3448.686,-3571.607,-3725.727,-3882.231,-3747.08,-3612.882,1
WITCH,CO_NDC_2050convergence,P1d,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,34634.63,36010.39,36382.75,33990.74,32723.75,30979.03,29869.32,30263.09,30254.91,30116.94,29630.88,29225.58,28691.55,27870.52,24808.49,23410.79,22356.8,1
WITCH,CO_NDC_2050convergence,P1d,Emissions|CO2|Energy|Demand|Industry,Mt CO2/yr,5534.82,4949.692,4831.212,4200.046,4432.667,4366.164,4284.957,4341.383,4280.323,4250.888,4210.148,4188.25,4115.783,3978.675,3097.309,2983.18,2909.119,1
WITCH,CO_NDC_2050convergence,P1d,Primary Energy|Coal,EJ/yr,155.3409,149.7948,135.6338,108.798,80.64299,60.87395,50.705,45.16453,40.78914,37.80053,34.92765,32.5183,30.48018,28.57466,26.78494,25.06436,23.45711,1
WITCH,CO_NDC_2050convergence,P1d,Secondary Energy|Electricity|Coal,EJ/yr,36.84886,35.68557,31.52913,22.5905,13.4021,7.022976,3.998262,2.63517,1.66146,1.242166,0.8498181,0.6382918,0.5437462,0.4653269,0.3982341,0.326986,0.2692947,1
WITCH,CO_NDC_2050convergence,P1d,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,14128.26,14016.58,13004.56,10286.8,7268.943,4645.474,2985.399,1994.172,1166.332,652.8929,231.7062,-103.1369,-494.6364,-827.2293,-1257.086,-1633.049,-1628.515,1
WITCH,CO_NDC_2050convergence,P1d,Final Energy|Industry|Solids|Biomass,EJ/yr,4.541378,3.088486,2.154507,1.297322,1.159643,0.9675286,0.8213208,0.6764309,0.5406705,0.3864425,0.2403326,0.05991596,7.2656e-08,7.264923e-08,7.26463e-08,7.264635e-08,7.264819e-08,1
WITCH,CO_NDC_2050convergence,P1d,Final Energy|Industry|Solids|Coal,EJ/yr,31.74551,29.15295,27.12352,22.5645,21.58462,20.10719,18.77362,17.69833,16.69886,15.75321,14.86028,14.01102,13.20364,12.43617,11.70663,11.01303,10.3534,1
WITCH,CO_NDC_2050convergence,P1d,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,4.003093,4.242733,4.271632,5.592062,4.89082,4.554941,4.253052,4.009099,3.781781,3.567409,3.366245,3.175032,2.993037,2.819709,2.654639,2.497518,2.348112,1
WITCH,CO_NDCplus,P1c,Emissions|CO2,Mt CO2/yr,37182.71,37338.5,37540.47,36063.27,36473.55,36612.14,36895.5,37069.24,37289.85,37530.04,37876.72,37949.27,37124.73,35753.13,33986.09,33065.4,32214.42,1
WITCH,CO_NDCplus,P1c,Emissions|CO2|AFOLU,Mt CO2/yr,2548.088,1328.11,1157.724,1747.812,1598.702,1341.161,1057.894,626.5397,246.9398,-75.03137,-371.5142,-628.2738,-888.8224,-1104.027,-1429.72,-1470.317,-1490.939,1
WITCH,CO_NDCplus,P1c,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,34634.63,36010.39,36382.75,34315.46,34874.85,35270.97,35837.6,36442.7,37042.91,37605.07,38248.23,38577.54,38013.56,36857.15,35415.81,34535.72,33705.36,1
WITCH,CO_NDCplus,P1c,Emissions|CO2|Energy|Demand|Industry,Mt CO2/yr,5534.82,4949.692,4831.212,4174.266,4424.865,4465.048,4496.015,4577.008,4554.694,4603.975,4651.058,4672.351,4608.95,4474.108,4381.305,4251.678,3873.768,1
WITCH,CO_NDCplus,P1c,Primary Energy|Coal,EJ/yr,155.3409,149.7948,135.6338,115.2807,105.1545,97.145,92.75459,84.17939,78.47259,71.91391,66.28581,60.01463,54.83746,47.99663,41.68973,38.97703,36.85999,1
WITCH,CO_NDCplus,P1c,Secondary Energy|Electricity|Coal,EJ/yr,36.84886,35.68557,31.52913,25.17945,22.46761,20.52305,19.58287,17.23504,15.91311,14.15024,12.78501,11.17082,9.940367,8.130016,6.444669,5.979001,5.724475,1
WITCH,CO_NDCplus,P1c,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,14128.26,14016.58,13004.56,11057.81,10028.93,9080.218,8488.541,7529.102,6872.684,6020.762,5400.024,4803.158,4256.797,3538.628,2835.243,2462.112,2237.036,1
WITCH,CO_NDCplus,P1c,Final Energy|Industry|Solids|Biomass,EJ/yr,4.541378,3.088486,2.154507,1.266776,1.208356,1.063851,0.9328443,0.7685493,0.6119529,0.4401859,0.271341,0.05633249,7.270174e-08,7.269849e-08,7.269942e-08,7.270361e-08,7.271001e-08,1
WITCH,CO_NDCplus,P1c,Final Energy|Industry|Solids|Coal,EJ/yr,31.74551,29.15295,27.12352,22.5586,21.99635,20.82964,19.72368,18.67232,17.66766,16.70239,15.78588,14.89873,14.05781,13.15961,12.26139,11.56763,10.90842,1
WITCH,CO_NDCplus,P1c,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,4.003093,4.242733,4.271632,5.588964,4.993794,4.72789,4.475534,4.236038,4.007097,3.787772,3.580429,3.380065,3.189869,2.988155,2.786834,2.629255,2.479688,1
WITCH,EN_INDCi2030_1000,P3b,Emissions|CO2,Mt CO2/yr,36684.18,37103.46,35217.11,22078.61,17264.52,13931.33,10565.29,7339.358,4927.517,2621.277,549.9955,-1790.956,-1739.679,-1743.736,-1765.663,-1759.607,-1835.468,3
WITCH,EN_INDCi2030_1000,P3b,Emissions|CO2|AFOLU,Mt CO2/yr,2548.496,1319.785,360.7244,-1484.365,-1902.805,-2385.841,-2822.298,-3108.022,-3438.28,-3468.93,-3470.539,-3618.676,-3779.976,-3810.467,-3894.415,-3830.749,-3725.636,3
WITCH,EN_INDCi2030_1000,P3b,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,34135.68,35783.67,34856.38,23562.97,19167.33,16317.17,13387.58,10447.38,8365.797,6090.207,4020.534,1827.72,2040.297,2066.731,2128.751,2071.142,1890.168,3
WITCH,EN_INDCi2030_1000,P3b,Emissions|CO2|Energy|Demand|Industry,Mt CO2/yr,5435.536,4815.601,4853.498,3032.776,2754.075,2516.895,2300.099,2125.984,2069.401,2018.361,2009.864,1977.644,2020.613,2049.646,2112.414,2148.271,2165.541,3
WITCH,EN_INDCi2030_1000,P3b,Primary Energy|Coal,EJ/yr,154.7339,154.6703,131.9215,60.47516,46.99572,43.20082,40.70358,38.05167,35.66797,33.55709,31.44877,29.45888,27.61989,25.86623,24.20994,22.6341,21.13392,3
WITCH,EN_INDCi2030_1000,P3b,Secondary Energy|Electricity|Coal,EJ/yr,36.42107,37.58637,30.25862,5.413697,1.005421,0.5909443,0.5606721,0.4259765,0.3448705,0.32447,0.2687542,0.2206546,0.1937504,0.1661846,0.1439012,0.1222426,0.1008732,3
WITCH,EN_INDCi2030_1000,P3b,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,14340.32,14781.45,12612.65,4148.132,1415.139,-177.66,-1449.899,-2166.595,-2787.726,-3191.385,-3753.062,-4555.728,-5148.225,-5933.169,-6692.251,-7432.219,-8292.475,3
WITCH,EN_INDCi2030_1000,P3b,Final Energy|Industry|Solids|Biomass,EJ/yr,4.405469,2.026798,2.068125,1.191708,0.9098438,0.6755598,0.5446524,0.4480656,0.3540135,0.251875,0.1406885,0.04097626,7.195809e-08,7.18641e-08,7.18416e-08,7.184634e-08,7.184814e-08,3
WITCH,EN_INDCi2030_1000,P3b,Final Energy|Industry|Solids|Coal,EJ/yr,31.82496,23.15578,23.4901,21.14897,20.22302,18.92393,17.79819,16.71508,15.72997,14.81118,13.93436,13.10008,12.29532,11.53134,10.80216,10.11339,9.459581,3
WITCH,EN_INDCi2030_1000,P3b,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,4.019903,5.046135,5.251672,5.253953,4.640939,4.365166,4.125022,3.904513,3.678436,3.454445,3.243925,3.043963,2.860576,2.685307,2.520306,2.360565,2.207933,3
WITCH,EN_INDCi2030_1000_NDCp,P3b,Emissions|CO2,Mt CO2/yr,36696.91,37732.35,32303.63,22050.26,17414.04,14228.99,10957.53,7915.146,5341.538,2943.694,649.0414,-1641.941,-1735.757,-1717.638,-1736.631,-1752.268,-1597.182,3
WITCH,EN_INDCi2030_1000_NDCp,P3b,Emissions|CO2|AFOLU,Mt CO2/yr,2548.822,2239.576,2037.988,-1475.815,-1897.434,-2389.688,-2829.405,-3130.731,-3476.203,-3524.835,-3542.682,-3671.82,-3784.715,-3803.07,-3995.207,-3781.052,-3731.679,3
WITCH,EN_INDCi2030_1000_NDCp,P3b,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,34148.09,35492.77,30265.64,23526.07,19311.48,16618.68,13786.94,11045.88,8817.742,6468.53,4191.723,2029.879,2048.958,2085.433,2258.576,2028.784,2134.496,3
WITCH,EN_INDCi2030_1000_NDCp,P3b,Emissions|CO2|Energy|Demand|Industry,Mt CO2/yr,5433.828,4954.858,4792.959,3121.384,2838.22,2566.736,2347.951,2182.065,2099.955,2057.44,2042.817,2025.177,2078.501,2103.962,2174.93,2241.085,2242.083,3
WITCH,EN_INDCi2030_1000_NDCp,P3b,Primary Energy|Coal,EJ/yr,155.329,154.9297,103.2201,60.7901,47.33462,43.47216,40.84493,38.21777,35.83543,33.60738,31.42487,29.49378,27.64223,25.88152,24.21946,22.64107,21.13617,3
WITCH,EN_INDCi2030_1000_NDCp,P3b,Secondary Energy|Electricity|Coal,EJ/yr,36.69889,37.78108,19.76428,5.569898,1.120412,0.6784928,0.6127233,0.4916083,0.4117789,0.3501723,0.2681603,0.2412505,0.209974,0.1799846,0.1557058,0.1332091,0.1101845,3
WITCH,EN_INDCi2030_1000_NDCp,P3b,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,14382.75,14688.0,9231.62,3976.64,1319.58,-139.3301,-1537.735,-2243.033,-2964.292,-3707.62,-4619.251,-5662.752,-6353.411,-7191.724,-8297.672,-9747.437,-9742.497,3
